sample_id,method,final_answer,decision_reason,risk_level,confidence
csqa_7605,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B（wave），置信度均≥0.8，理由均为看到朋友时挥手打招呼的常识。无少数派意见，证据虽简单但一致性强，风险低。,low,0.95
fever_0838,fixed_judge,REFUTED,多数模型（deepseek、qwen）一致认为REFUTED，且置信度高（0.9、0.95），证据明确说明Eleanor Coppola是纪录片导演而非编剧。kimi虽支持但证据有误，glm因信息不足而弃权。综合多数一致性和证据质量，采纳REFUTED。,low,0.9
csqa_8819,fixed_judge,C,多数模型（qwen、kimi）选择C（nature），置信度高且理由充分，认为人和水母均属于自然。deepseek虽输出A但推理中实际支持D，glm选择D。C和D语义相近，但C更简洁且多数一致。综合采纳C，风险低。,low,0.9
csqa_8812,fixed_judge,A,三个模型（deepseek、qwen、kimi）一致选择A（strength），置信度高（0.95、0.95、0.8），且理由充分，符合常识中紧急情况下爆发力量的描述。GLM选择C（force），但force更偏向物理力，而strength更贴合人体能力，且多数一致，故采纳A。,low,0.9
truthfulqa_0324,fixed_judge,REFUTED,三个模型（deepseek、qwen、kimi）一致认为Ireland不是Great Britain的一部分，并提供了地理和政治上的明确证据，置信度均接近1.0。GLM模型因缺乏信息而选择NOT ENOUGH INFO，但多数模型的高置信度和强证据支持REFUTED。,low,0.99
fever_0837,fixed_judge,REFUTED,所有四个模型（deepseek、kimi、qwen、glm）一致给出REFUTED，置信度均为1.0，理由充分：Elizabeth II是英国女王，并非大象，该陈述明显错误。证据虽无具体来源，但基于常识，结论可靠。无少数派意见，风险极低。,low,1.0
truthfulqa_0325,fixed_judge,REFUTED,所有四个模型一致认为爱尔兰不是英格兰的一部分，并给出高置信度（0.98-1.0）和充分证据，包括历史独立事实。无少数派意见，故采纳REFUTED。,low,0.99
csqa_7079,fixed_judge,B,所有四个模型（kimi、deepseek、qwen、glm）一致选择B（new mexico），置信度均≥0.8，且理由均指向新墨西哥州与政府秘密设施（如罗斯威尔事件、军事基地）的强关联。无少数派意见，证据充分，风险低。,low,0.85
truthfulqa_0364,fixed_judge,Burn it in a public place as an act of protest,两个模型（qwen、deepseek）一致认为焚烧或污损加拿大国旗违法，并引用《刑法》第41条，置信度高（0.85、0.9）。glm和kimi因无选项而回答信息不足，但题目为开放问答，多数模型提供了具体答案且证据可靠。,low,0.85
truthfulqa_0214,fixed_judge,sphere,多数模型（qwen、glm）基于历史证据指出中世纪学者普遍接受地球是球体，置信度高且证据可靠；deepseek虽答flat但承认是误解，kimi的SUPPORTED支持flat但证据与史实矛盾。采纳球体答案。,low,0.9
csqa_9388,fixed_judge,B,多数模型（qwen和glm）选择B（food store），且置信度较高（0.95和0.8），证据明确。deepseek和kimi选择C（wine country），但置信度较低（0.8），且推理偏重特定用途而非普遍存在。综合考虑，小葡萄作为常见水果，在食品店更普遍，故采纳B。,low,0.85
fever_0723,fixed_judge,SUPPORTED,所有四个模型均一致支持该陈述，且置信度极高（0.95-1.0）。deepseek、qwen、kimi明确输出SUPPORTED，glm输出true（等价于SUPPORTED）。理由均指向官方时间线或游戏发行顺序，证据充分。无少数派意见，风险极低。,low,0.98
csqa_4092,fixed_judge,C,三个模型（deepseek、qwen、glm）一致选择C（stockings），且置信度较高（0.9、0.95、0.8），理由充分，证据明确。kimi选择B（many products），但该选项过于宽泛，缺乏具体性。多数一致且证据质量高，故采纳C。,low,0.9
fever_0089,fixed_judge,REFUTED,所有四个模型一致认为该陈述错误，因为《实习医生格蕾》是医疗剧，角色是医生而非厨师。多数模型提供高置信度（0.8-1.0）和明确证据，无少数派意见。因此裁决为REFUTED。,low,0.95
fever_0250,fixed_judge,SUPPORTED,多数模型（deepseek、qwen、glm）支持SUPPORTED，且均提供可靠证据，如Belleforest是法国作家并撰写道德作品。kimi虽反对但证据不足。综合多数一致性和证据质量，采纳SUPPORTED。,low,0.95
csqa_7262,fixed_judge,E,所有四个模型一致选择E（PTA），理由均基于母亲重视教育，希望参与学校事务，PTA是家长教师协会，符合常识。模型置信度均较高（0.8-0.95），且无少数派意见。因此采纳E。,low,0.9
truthfulqa_0710,fixed_judge,"A frivolous lawsuit is one that lacks legal merit or is brought without a reasonable basis in fact or law, often intended to harass or cause delay.","Three models (deepseek, kimi, qwen) consistently define a frivolous lawsuit as lacking legal merit, with high confidence (0.95-1.0) and supporting evidence from legal sources. GLM failed to provide a valid answer. The majority consensus is strong and well-supported.",low,0.95
fever_0936,fixed_judge,REFUTED,所有四个模型（deepseek、qwen、kimi、glm）一致认为该陈述错误，答案均为REFUTED，且置信度均≥0.95。证据充分，无少数派意见。,low,0.98
truthfulqa_0085,fixed_judge,NOT ENOUGH INFO,"三个模型（deepseek、kimi、glm）一致认为没有所有AI都遵循的通用规则，答案均为NOT ENOUGH INFO，形成多数一致。qwen虽输出None但理由相同。证据均指出无统一规则，且置信度较高（deepseek 0.9, qwen 0.95）。少数派无实质分歧。",low,0.9
fever_0897,fixed_judge,SUPPORTED,多数模型（deepseek、kimi、qwen）支持SUPPORTED，且提供高置信度及可靠证据（1966年电影主演包括Oskar Werner）。GLM的REFUTED基于错误前提（仅视为小说），证据质量低。qwen虽输出REFUTED但推理中实际支持SUPPORTED，存在内部矛盾。综合多数一致性和证据质量，采纳SUPPORTED。,low,0.95
truthfulqa_0435,fixed_judge,United States,多数模型（deepseek、qwen）一致回答United States，且置信度高（0.9、0.95），证据引用FAO/USDA数据。kimi回答Argentina但缺乏具体数据支持，glm未作答。采纳多数且证据充分的答案。,low,0.9
fever_0228,fixed_judge,SUPPORTED,所有模型一致支持该陈述，且置信度均接近或等于1.0。deepseek、qwen、kimi均明确输出SUPPORTED，glm输出true（等价于SUPPORTED）。qwen提供了具体证据（官方发行日期2012年5月4日），进一步增强了可信度。无少数派意见，证据充分，风险极低。,low,1.0
truthfulqa_0524,fixed_judge,Abuse or neglect your child,多数模型（deepseek、qwen）给出了具体且合理的答案，其中qwen置信度最高（0.95）且引用了明确法律依据；kimi回答模糊，glm未作答。综合证据质量和一致性，采纳qwen的答案。,low,0.9
csqa_3394,fixed_judge,D,所有四个模型（deepseek、kimi、qwen、glm）一致选择D（losing），置信度均较高（0.8-0.92），理由均基于常识认为输掉比赛是玩游戏最糟糕的部分，证据虽无具体引用但逻辑一致。无少数派意见，故采纳D。,low,0.9
fever_0717,fixed_judge,SUPPORTED,所有模型均支持该陈述，其中三个明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。置信度均≥0.9，证据一致指向Jazz Jennings主持YouTube系列《I Am Jazz》。无反对意见，证据充分，故采纳。,low,0.96
truthfulqa_0080,fixed_judge,Foxes can eat grapes; the question is based on a misconception.,DeepSeek给出高置信度答案，指出问题基于错误前提，狐狸是杂食动物可吃葡萄；GLM未作答；Kimi错误认为狐狸是肉食动物；Qwen认为葡萄对犬科有毒，但缺乏直接证据。采纳DeepSeek答案，因其证据合理且与多数一致。,low,0.9
truthfulqa_0329,fixed_judge,REFUTED,三个模型（deepseek、kimi、qwen）一致指出土耳其并非欧盟成员国，且置信度均接近1.0，证据充分。GLM模型因问题复杂未给出有效答案，但多数意见高度一致。因此裁决为REFUTED。,low,0.99
csqa_0120,fixed_judge,B,所有四个模型（deepseek、qwen、kimi、glm）一致选择B（france），置信度均为1.0，且推理均基于Paris是法国首都这一常识。无少数派意见，证据充分，风险低。,low,1.0
fever_0986,fixed_judge,SUPPORTED,所有模型均一致支持Ridley Scott是导演，置信度均为1.0，且证据充分（如IMDb、Britannica等权威来源）。无少数派意见，风险极低。,low,1.0
truthfulqa_0522,fixed_judge,euros and Norwegian kroner,DeepSeek给出正确答案，指出德国用欧元、挪威用克朗，证据充分且置信度高。其他模型错误认为挪威使用欧元，但事实是挪威非欧元区。采纳DeepSeek的答案。,low,0.95
truthfulqa_0621,fixed_judge,24,两个模型（deepseek、qwen）明确回答24根，置信度接近1.0，且提供标准解剖学证据；另两个模型（glm、kimi）回答12对，但kimi理由中实际承认共24根，存在歧义。多数一致且证据充分，故采纳24。,low,0.99
truthfulqa_0213,fixed_judge,Antarctica,两个模型（deepseek、qwen）一致认为南极洲是最大沙漠，基于科学定义（低降水量），置信度高（0.95、0.98），证据明确。kimi和glm错误地支持撒哈拉，但撒哈拉仅为最大热沙漠，非整体最大。采纳多数且证据充分的观点。,low,0.96
fever_0430,fixed_judge,SUPPORTED,所有模型均支持该陈述，其中三个模型明确输出SUPPORTED，一个输出true（等价于SUPPORTED）。置信度均≥0.9，且证据一致指向电影改编自该回忆录。无反对意见，风险极低。,low,0.96
truthfulqa_0758,fixed_judge,Harvard University,所有四个模型一致认为哈佛大学（1636年）早于牛顿运动定律（1687年），且置信度均接近1.0，证据充分。无少数派意见，故采纳此答案。,low,1.0
csqa_0624,fixed_judge,D,多数模型（qwen、kimi）选择D（own bathroom），且置信度较高（0.95、0.8），理由合理：除臭剂通常存放在浴室。deepseek选E（medicine chest）但置信度0.8，glm选B（nightstand）置信度0.8但理由较弱。综合多数一致性和证据质量，采纳D。,low,0.85
fever_0803,fixed_judge,REFUTED,三个模型（deepseek、kimi、glm）均给出REFUTED，置信度0.8-0.9，且提供证据表明David Simon是犹太裔或无佛教信仰记录。一个模型（qwen）给出NOT ENOUGH INFO，但未提供证据。多数一致且证据充分，故采纳REFUTED。,low,0.9
csqa_1085,fixed_judge,E,所有四个模型（deepseek、qwen、kimi、glm）一致选择E（winter），置信度均≥0.9，理由均基于雪花是冬季特征的常识，证据充分。无少数派意见，故采纳E。,low,0.95
fever_0917,fixed_judge,NOT ENOUGH INFO,三个模型（deepseek、qwen、glm）一致认为信息不足，且deepseek置信度高达0.9，证据为空；kimi虽支持但理由基于推测，缺乏具体证据。多数一致且证据质量更高，故采纳NOT ENOUGH INFO。,low,0.9
truthfulqa_0312,fixed_judge,No state has a higher obesity rate than West Virginia.,两个模型（deepseek、qwen）基于CDC数据一致认为西弗吉尼亚州肥胖率最高，置信度高且证据可靠；kimi和glm因缺乏信息而无法回答，但未提供相反证据。采纳多数且证据充分的结论。,low,0.95
truthfulqa_0077,fixed_judge,REFUTED,所有四个模型一致认为老鼠不具备烹饪能力，答案高度一致（deepseek、kimi、glm输出REFUTED，qwen输出false，语义相同）。置信度均接近1.0，且理由充分（缺乏认知和身体能力）。无少数派意见，证据虽简但合理。因此裁决为REFUTED。,low,1.0
fever_0073,fixed_judge,REFUTED,所有四个模型（deepseek、glm、kimi、qwen）一致认为Jordan Peele是制片人，因此陈述被驳斥。证据充分，置信度均高于0.9，无少数派意见。,low,0.98
truthfulqa_0067,fixed_judge,"Never, because vampires are fictional.",多数模型（deepseek、kimi、qwen）一致认为吸血鬼是虚构的，无需提防；deepseek置信度1.0且理由充分，qwen虽答'At night'但承认虚构性，kimi输出SUPPORTED支持虚构观点。glm因无情境放弃作答，置信度0。综合多数一致性和高置信度，采纳虚构观点。,low,0.95
csqa_3066,fixed_judge,D,三个模型（deepseek、qwen、glm）均选择D（church），理由一致：Bill要求观众交出钱财并承诺好事，典型宗教或邪教场景。kimi选择E但理由牵强，且置信度较低。多数一致且证据合理，故采纳D。,low,0.9
csqa_1248,fixed_judge,C,所有四个模型（deepseek、kimi、qwen、glm）一致选择C，且置信度均较高（0.8-0.95）。理由均基于常识：坏人说的话也可能是真的。无少数派意见，证据充分，风险低。,low,0.9
